text,subject,sender,label
Thank you for your payment of $666.34 for your Microsoft 365 Subscription. Invoice #356-98835-94.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"Warning: Unusual sign-in activity detected on your Google Account from Beijing, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
"Urgent invoice payment overdue! Invoice #INV-1 for $3,463.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-1,billing@quickbooks-online-pay.com,1
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Your Spotify Premium receipt for this month ($706.22) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
"Warning: Unusual sign-in activity detected on your Google Account from Lagos, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
"Hi Emma, attached is the updated project roadmap for Q3. Please review before our sync meeting tomorrow at 12 PM.",Q3 Project Roadmap Review,emma.brown@company.com,0
"Hello Jessica, I need you to purchase 12 Apple Gift Cards ($1,294.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
Your monthly AWS cloud infrastructure billing invoice for November is now available in the AWS Management Console. Amount due: $710.78.,Amazon Web Services Billing Statement,no-reply@amazon.com,0
"Hi Team, please welcome our new Senior Developer, Robert Wilson, who joins us today!",Welcome New Team Member,hr@company.com,0
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $3,604.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Beijing, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
URGENT: Your Microsoft 365 password expires in 24 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $3,518.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
Your Slack verification code is 129-397. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
Your Apple Store order #646-68316-27 is ready for pickup at Apple Store Beijing.,Apple Store Pickup Ready #646-68316-27,no-reply@apple.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Your Apple Store order #583-95733-75 is ready for pickup at Apple Store Bucharest.,Apple Store Pickup Ready #583-95733-75,no-reply@apple.com,0
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
Your Spotify Premium receipt for this month ($21.60) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
Thank you for your payment of $265.62 for your Microsoft 365 Subscription. Invoice #698-97281-27.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"Security notice: Your Google Account was successfully accessed from a new device (Android Phone). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
URGENT: Your Microsoft 365 password expires in 41 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
"Dear customer, your Google account has been temporarily restricted due to unauthorized login attempts from IP 17.57.243.119. Please verify your identity immediately at http://g00gle-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@g00gle-security-check.com,1
"Dear customer, your Microsoft account has been temporarily restricted due to unauthorized login attempts from IP 51.103.232.60. Please verify your identity immediately at http://micros0ft-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@micros0ft-security-check.com,1
Your order #632-27814-73 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=632-27814-73.,Your Order Has Shipped,shipping@amazon.com,0
Your weekly digest from LinkedIn: Michael and 937 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
"Security notice: Your Google Account was successfully accessed from a new device (Android Phone). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $2,955.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
"FINAL NOTICE: Your Apple subscription payment of $4,318.00 was declined. Update your credit card details immediately at http://app1e-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@app1e-billing-update.com,1
"Hey team, just a reminder that our weekly Cybersecurity standup is scheduled for today at 9 PM on Zoom: https://zoom.us/j/6421976929.",Weekly Cybersecurity Standup,manager.cybersecurity@company.com,0
Your order #545-96827-26 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=545-96827-26.,Your Order Has Shipped,shipping@amazon.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
Your monthly AWS cloud infrastructure billing invoice for May is now available in the AWS Management Console. Amount due: $213.50.,Amazon Web Services Billing Statement,no-reply@amazon.com,0
Your Jira ticket DEV-792 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: DEV-792,jira@company.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
